     ;red;green;blue;x;x
1576;62;211;79;Rootwater Grove;x
1577;95;39;206;Driladan Pass;x
1578;109;175;1;Verrant Morass;x
1579;242;152;175;Falinesti (Spring);x
1580;50;182;158;Odossair;x
1581;67;188;6;Glynneri;x
1582;231;6;145;Dakdran (M);x
1583;60;149;152;Elden Grove;x
1584;167;173;126;Hectahame;x
1585;187;202;246;Silverpine (M);x
1586;87;76;77;Shademist Moors;x
1587;249;191;172;Vulain Haven;x
1588;169;170;67;Dilgras (M);x
1589;9;61;26;Rainbrush (M);x
1590;198;167;151;Rulanyil's Fall;x
1591;92;187;116;Woodhearth;x
1592;76;154;93;Runcibae;x
1593;230;204;137;Castle Hearthfire;x
1594;95;233;153;Ferbrathig (M);x
1595;5;173;39;Diss;x
1596;137;93;81;Cori Siladha;x
1597;164;54;97;Dread Vulain;x
1598;132;133;11;Mildradash (M);x
1599;64;158;110;Two Rocks Vale;x
1600;216;146;150;Smokemoor (M);x
1601;220;70;51;Archen;x
1602;233;209;234;Fort Blackvale;x
1603;122;88;236;Abamath;x
1604;14;193;35;Belarata;x
1605;85;199;224;Jathsogur;x
1606;145;140;211;Vehem;x
1607;183;147;202;Falinesti (Autumn);x
1608;152;225;187;Thormar Keep;x
1609;238;153;159;Fort Greenhill;x
1610;32;191;110;Vindisi;x
1611;223;230;35;Arenthia;x
1612;32;27;168;Vullar (M);x
1613;55;119;151;Fort Grimwatch;x
1614;175;245;170;Willowgrove;x
1615;83;208;106;Senalana;x
1616;167;11;234;Athay;x
1617;77;62;89;Strid Estuary;x
1618;161;161;25;Lalgith (M);x
1619;220;222;19;Ildrum (M);x
1620;217;21;181;Treehenge;x
1621;141;17;199;Ouze;x
1622;20;163;198;Thromil;x
1623;234;148;200;Ebon Ro;x
1624;172;170;4;Four Quarry Islet;x
1625;46;8;154;Bloodtoil Valley;x
1626;251;119;255;Valeguard;x
1627;133;224;24;Nacdik (M);x
1628;104;155;140;Tanglehaven;x
1629;181;50;84;Shael;x
1630;254;23;92;Silvenar;x
1631;64;54;93;Riel Rehlem;x
1632;158;219;23;Zagrasha (M);x
1633;90;69;194;Longvale;x
1634;252;150;114;Black Park;x
1635;110;30;182;Tomb of the Apostates;x
1636;40;102;40;Wulkwasten;x
1637;86;38;53;Strid Basin;x
1638;211;227;192;Baandari;x
1639;238;44;131;Ogrim's Yawn;x
1640;254;38;167;Dra'bul;x
1641;123;144;39;Wilding Run;x
1642;51;21;30;Vekres (M);x
1643;113;124;243;Deepwoods;x
1644;141;195;253;Tempest Island;x
1645;223;190;230;Ilayas;x
1646;250;133;138;Falinesti (Summer);x
1647;251;38;69;Glenpoint;x
1648;92;79;191;Matthild;x
1649;112;89;194;Starwalk;x
1650;70;108;77;Velyn Harbor;x
1651;132;53;17;Virimoor;x
1652;131;84;91;Emperor's Run;x
1653;38;6;51;Con Silmoor;x
1654;181;87;250;Whisper Grove;x
1655;98;213;132;Nilaga;x
1656;96;127;155;Torlen;x
1657;208;27;72;Samsun;x
1658;215;211;5;Stros M'kai;x
1659;215;31;190;Stros Pier;x
1660;197;70;34;East Chain;x
1661;28;253;253;UNUSED 1;x
1662;29;203;203;UNUSED 2;x
1663;30;203;253;UNUSED 3;x
1664;31;223;253;UNUSED 4;x
1665;32;253;253;UNUSED 5;x
1666;8;225;54;West Chain;x
1667;34;203;253;UNUSED 6;x
1668;239;107;188;North Caspar;x
1669;197;5;66;South Caspar;x
1670;79;89;137;North Herne;x
1671;110;179;45;South Herne;x
1672;152;56;237;The Systres;x
1673;240;188;163;Agowle;x
1674;66;82;122;Vandor;x
1675;254;123;225;First Yokuda;x
1676;220;82;95;1676;x
1677;22;191;246;Ravan;x
1678;47;149;20;1678;x
1679;15;178;225;Asul Ydur;x
1680;39;0;208;1680;x
1681;64;89;223;Seuol Ydur;x
1682;122;138;109;Siol;x
1683;91;76;126;1683;x
1684;14;129;36;Zanzar;x
1685;105;71;76;1685;x
1686;18;59;19;Nalonga;x
1687;89;32;175;Errinome Isle;x
1688;240;129;52;UNUSED;
1689;153;167;53;Klithi;x
1690;204;181;177;Kamksh;x
1691;5;127;32;1691;x
1692;10;235;56;1692;x
1693;193;40;253;1693;x
1694;171;187;211;Makan;x
1695;218;144;73;1695;x
1696;215;10;52;Yath;x
1697;34;27;144;1697;x
1698;79;30;62;Khubi;x
1699;208;228;77;Moni;x
1700;133;222;163;Bahia;x
1701;253;129;185;1701;x
1702;122;138;109;Somara;x
1703;33;232;140;Arranhu;x
1704;178;34;34;Tull;x
1705;218;165;32;Yul;x
1706;0;255;255;Totambu (Capital);x
1707;124;182;181;Tagon;x
1708;138;245;122;1708;x
1709;11;192;214;1709;x
1710;45;61;177;Tigon;x
1711;196;247;244;1711;x
1712;135;68;184;1712;x
1713;21;119;24;1713;x
1714;93;236;48;1714;x
1715;5;55;237;1715;x
1716;226;101;203;1716;x
1717;28;169;154;1717;x
1718;14;67;225;1718;x
1719;191;31;26;1719;x
1720;144;149;185;1720;x
1721;80;93;227;Taleskan;x
1722;138;183;243;Kruzka;x
1723;91;223;253;UNUSED 7;x
1724;92;253;253;UNUSED 8;x
1725;93;203;203;UNUSED 9;x
1726;94;203;253;UNUSED 10;x
1727;95;223;253;UNUSED 11;x
1728;96;253;253;UNUSED 12;x
1729;97;203;203;UNUSED 13;x
1730;98;203;253;UNUSED 14;x
1731;99;223;253;UNUSED 15;x
1732;100;253;253;UNUSED 16;x
1733;101;203;203;UNUSED 17;x
1734;102;203;253;UNUSED 18;x
1735;103;223;253;UNUSED 19;x
1736;104;203;203;UNUSED 20;x
1737;106;203;253;UNUSED 21;x
1738;107;223;253;UNUSED 22;x
1739;108;253;253;UNUSED 23;x
1740;109;203;203;UNUSED 24;x
1741;110;203;253;UNUSED 25;x
1742;66;68;126;UNUSED 26;x
1743;194;70;173;UNUSED 27;x
1744;66;72;32;UNUSED 28;x
1745;195;74;79;UNUSED 29;x
1746;67;76;126;UNUSED 30;x
1747;195;78;173;UNUSED 31;x
1748;67;80;32;UNUSED 32;x
1749;195;82;79;UNUSED 33;x
1750;67;84;126;UNUSED 34;x
1751;195;86;173;UNUSED 35;x
1752;68;88;32;UNUSED 36;x
1753;196;90;79;UNUSED 37;x
1754;68;92;126;UNUSED 38;x
1755;196;94;173;UNUSED 39;x
1756;68;96;32;UNUSED 40;x
1757;196;98;79;UNUSED 41;x
1758;68;100;126;UNUSED 42;x
1759;197;102;173;UNUSED 43;x
1760;69;104;32;UNUSED 44;x
1761;197;106;79;UNUSED 45;x
1762;69;108;126;UNUSED 46;x
1763;197;110;173;UNUSED 47;x
1764;69;112;32;UNUSED 48;x
1765;197;114;79;UNUSED 49;x
1766;70;116;126;UNUSED 50;x
1767;198;118;173;UNUSED 51;x
1768;70;120;32;UNUSED 52;x
1769;198;122;79;UNUSED 53;x
1770;70;124;126;UNUSED 54;x
1771;198;126;173;UNUSED 55;x
1772;70;128;32;UNUSED 56;x
1773;187;187;218;Caraibos;x
1774;229;252;239;Ulm;x
1775;114;182;128;Omane;x
1776;52;93;118;Denheni;x
1777;45;71;201;Senzeterg;x
1778;81;181;236;Staufens;x
1779;18;175;45;Geraldu;x
1780;219;205;184;Nutels;x
1781;223;166;175;Indes;x
1782;71;17;112;Mera;x
1783;107;188;87;Genzin;x
1784;40;163;72;Lemos;x
1785;83;14;248;Bradber;x
1786;253;113;202;Endelk;x
1787;215;226;58;Benerbi;x
1788;57;90;92;Losta;x
1789;141;68;201;Blekmir;x
1790;173;248;155;The Sisters;x
1791;171;253;26;Wetras;x
1792;163;178;96;Slimesro;x
1793;57;217;164;Newah;x
1794;129;138;9;Coldhaven;x
1795;101;20;248;Iseal;x
1796;76;226;197;Falmoth;x
1797;73;158;6;Postma;x
1798;36;61;44;Fortsev;x
1799;70;145;141; Bone Isle;x
1800;83;182;103;Goldcrown;x
1801;74;230;108;Southpoint;x
1802;87;56;207;Vroom;x
1803;147;106;73;Worcshir;x
1804;205;65;255;Gadalfos;x
1805;56;155;199;Black Harbor;x
1806;223;7;27;Solinv;x
1807;159;226;67;Sciengu;x
1808;30;194;80;Marm;x
1809;117;12;74;Adredh;x
1810;118;24;136;Elvast;x
1811;132;197;161;Fiz;x
1812;233;87;2;Assagiris;x
1813;159;141;136;Seelow;x
1814;226;232;1;Bog;x
1815;244;157;232;Mushroma;x
1816;80;127;1;Xanadu;x
1817;86;19;107;Todhow;x
1818;217;212;109;Toileclen;x
1819;60;38;21;Farshore;x
1820;25;132;0;Dragonsrest;x
1821;31;58;203;Tyran;x
1822;91;106;84;Minolka;x
1823;224;75;200; Trinid;x
1824;156;233;59; Kalenko;x
1825;182;146;200;Kalenza;x
1826;245;211;90;Narhas;x
1827;204;21;231;Last Sight;x
1828;216;125;76;First Akavir??;x
1829;71;26;185;1829;x
1830;68;155;205;1830;x
1831;206;233;251;1831;x
1832;187;148;94;1832;x
1833;105;56;2;1833;x
1834;22;165;202;1834;x
1835;31;105;139;1835;x
1836;247;178;32;1836;x
1837;154;9;248;1837;x
1838;38;112;115;1838;x
1839;183;49;217;1839;x
1840;31;228;109;1840;x
1841;161;145;36;Mahakala;x
1842;70;213;170;1842;x
1843;174;221;2;1843;x
1844;165;225;86;1844;x
1845;7;42;208;1845;x
1846;81;220;177;1846;x
1847;76;11;147;1847;x
1848;28;75;234;1848;x
1849;125;253;148;1849;x
1850;197;167;96;1850;x
1851;203;116;239;1851;x
1852;236;128;211;1852;x
1853;70;215;243;1853;x
1854;99;26;0;1854;x
1855;226;192;178;1855;x
1856;141;18;173;1856;x
1857;4;27;156;1857;x
1858;78;59;21;1858;x
1859;237;252;55;1859;x
1860;46;193;192;1860;x
1861;94;187;32;1861;x
1862;83;51;8;1862;x
1863;224;156;239;1863;x
1864;218;155;184;1864;x
1865;29;136;156;1865;x
1866;51;134;207;1866;x
1867;69;125;115;1867;x
1868;159;109;44;1868;x
1869;90;170;144;1869;x
1870;114;191;86;1870;x
1871;165;250;232;1871;x
1872;165;225;86;1872;x
1873;2;93;233;1873;x
1874;218;155;184;1874;x
1875;67;199;157;1875;x
1876;62;166;247;1876;x
1877;198;76;108;1877;x
1878;69;156;22;1878;x
1879;112;38;74;1879;x
1880;112;155;145;1880;x
1881;117;161;208;1881;x
1882;248;19;99;1882;x
1883;42;164;237;1883;x
1884;62;163;118;1884;x
1885;41;100;222;1885;x
1886;218;155;184;1886;x
1887;237;161;189;1887;x
1888;231;48;156;1888;x
1889;243;139;160;1889;x
1890;92;204;179;1890;x
1891;124;24;154;1891;x
1892;120;195;81;1892;x
1893;14;225;250;1893;x
1894;26;254;75;1894;x
1895;126;144;128;1895;x
1896;108;198;84;1896;x
1897;227;36;68;1897;x
1898;200;212;125;1898;x
1899;27;228;79;1899;x
1900;27;18;146;1900;x
1901;111;150;207;1901;x
1902;110;210;160;1902;x
1903;82;221;185;1903;x
1904;156;42;148;1904;x
1905;225;242;76;1905;x
1906;88;188;35;1906;x
1907;17;81;198;1907;x
1908;99;9;68;1908;x
1909;76;6;145;1909;x
1910;232;196;215;1910;x
1911;255;0;220;1911;x
1912;134;81;111;1912;x
1913;120;2;233;1913;x
1914;217;140;217;1914;x
1915;218;155;184;1915;x
1916;186;62;209;1916;x
1917;34;235;142;1917;x
1918;197;93;141;1918;x
1919;128;171;196;1919;x
1920;177;182;70;1920;x
1921;225;122;128;1921;x
1922;40;173;248;1922;x
1923;220;114;241;1923;x
1924;124;119;214;1924;x
1925;137;200;57;1925;x
1926;218;125;205;1926;x
1927;237;162;30;1927;x
1928;188;9;60;1928;x
1929;215;11;124;1929;x
1930;92;8;125;1930;x
1931;27;152;168;1931;x
1932;138;180;174;1932;x
1933;33;234;219;1933;x
1934;229;203;42;1934;x
1935;40;207;1;1935;x
1936;62;167;190;1936;x
1937;31;72;239;1937;x
1938;51;158;243;1938;x
1939;241;226;165;1939;x
1940;176;171;204;1940;x
1941;200;113;46;1941;x
1942;29;18;3;1942;x
1943;245;50;227;1943;x
1944;67;20;72;1944;x
1945;17;81;198;1945;x
1946;163;17;158;1946;x
1947;39;58;26;1947;x
1948;91;55;88;1948;x
1949;112;125;227;1949;x
1950;143;203;18;1950;x
1951;242;50;171;1951;x
1952;171;210;38;1952;x
1953;35;132;226;1953;x
1954;61;182;186;1954;x
1955;110;137;20;1955;x
1956;106;15;186;1956;x
1957;99;37;115;1957;x
1958;223;59;20;1958;x
1959;104;44;81;1959;x
1960;198;14;175;1960;x
1961;206;209;33;1961;x
1962;216;175;5;1962;x
1963;16;73;23;1963;x
1964;115;8;120;1964;x
1965;173;105;150;1965;x
1966;87;25;253;1966;x
1967;216;150;107;1967;x
1968;213;221;238;1968;x
1969;238;176;122;1969;x
1970;167;18;92;1970;x
1971;190;147;12;1971;x
1972;165;225;86;1972;x
1973;65;13;82;1973;x
1974;161;174;106;1974;x
1975;149;117;63;1975;x
1976;61;31;45;1976;x
1977;206;238;118;1977;x
1978;218;155;184;1978;x
1979;4;6;80;1979;x
1980;40;14;204;1980;x
1981;159;21;231;1981;x
1982;32;190;249;1982;x
1983;32;123;163;1983;x
1984;87;10;123;1984;x
1985;123;101;218;1985;x
1986;78;189;94;1986;x
1987;79;239;183;1987;x
1988;78;162;199;1988;x
1989;56;210;186;1989;x
1990;93;170;117;1990;x
1991;165;225;86;1991;x
1992;178;122;211;1992;x
1993;17;81;198;1993;x
1994;106;203;135;1994;x
1995;152;198;60;1995;x
1996;32;154;117;1996;x
1997;41;172;24;1997;x
1998;41;192;189;1998;x
1999;238;195;187;1999;x
2000;65;141;129;2000;x
2001;99;185;13;2001;x
2002;145;108;187;2002;x
2003;171;91;125;2003;X
2004;54;1;173;2004;x
2005;5;237;154;2005;x
2006;80;123;224;2006;x
2007;98;31;8;2007;x
2008;190;105;142;2008;x
2009;115;209;236;2009;x
2010;75;245;65;2010;x
2011;230;19;142;2011;x
2012;69;28;236;107;x
2013;253;78;169;2013;x
2014;232;18;9;2014;x
2015;218;155;184;2015;x
2016;138;60;243;2016;x
2017;118;189;208;2017;x
2018;71;195;119;2018;x
2019;108;107;211;2019;x
2020;233;218;32;2020;x
2021;129;231;244;2021;x
2022;234;230;76;2022;x
2023;95;119;247;2023;x
2024;100;144;149;2024;x
2025;174;213;146;2025;x
2026;159;12;181;2026;x
2027;127;23;249;2027;x
2028;8;229;82;2028;x
2029;96;189;6;2029;x
2030;42;85;44;2030;x
2031;157;245;67;2031;x
2032;240;69;61;2032;x
2033;237;1;7;2033;x
2034;70;165;247;2034;x
2035;215;155;30;2035;x
2036;251;78;199;2036;x
2037;87;107;239;2037;x
2038;245;104;200;2038;x
2039;221;93;166;2039;x
2040;233;205;111;2040;x
2041;42;157;214;2041;x
2042;185;37;131;2042;x
2043;58;42;199;2043;x
2044;141;35;37;2044;x
2045;255;1;173;2045;x
2046;189;224;201;2046;x
2047;209;103;110;2047;x
2048;127;58;107;LastKangsun;x
2049;73;18;169;Khurda;x
2050;156;13;214;First   Kahkan;x
2051;5;92;68;2051;x
2052;140;169;62;2052;x
2053;120;104;6;2053;x
2054;229;56;196;2054;x
2055;18;76;50;2055;x
2056;131;28;190;2056;x
2057;151;197;29;2057;x
2058;59;56;222;2058;x
2059;149;161;58;2059;x
2060;122;160;115;2060;x
2061;100;221;250;2061;x
2062;133;2;108;2062;x
2063;119;66;228;2063;x
2064;236;79;193;2064;x
2065;29;246;254;2065;x
2066;245;82;46;2066;x
2067;104;249;129;2067;x
2068;19;83;243;2068;x
2069;44;99;113;2069;x
2070;2;240;56;2070;x
2071;111;45;6;2071;x
2072;111;127;170;2072;x
2073;202;2;177;2073;x
2074;229;22;16;2074;x
2075;185;148;150;2075;x
2076;126;195;230;2076;x
2077;6;15;49;2077;x
2078;189;135;96;2078;x
2079;133;44;228;2079;x
2080;85;24;93;2080;x
2081;124;121;5;2081;x
2082;20;238;180;2082;x
2083;196;220;121;2083;x
2084;127;251;202;2084;x
2085;186;171;40;2085;x
2086;13;141;211;2086;x
2087;78;120;153;2087;x
2088;182;148;41;2088;x
2089;106;255;102;2089;x
2090;92;122;179;2090;x
2091;113;160;169;2091;x
2092;102;189;224;2092;x
2093;43;96;178;2093;x
2094;92;22;233;2094;x
2095;141;245;234;2095;x
2096;245;18;211;2096;x
2097;188;199;98;2097;x
2098;52;8;98;2098;x
2099;91;121;122;2099;x
2100;160;171;121;2100;x
2101;14;228;197;2101;x
2102;182;221;166;2102;x
2103;89;124;202;2103;x
2104;9;55;0;2104;x
2105;114;196;18;2105;x
2106;99;174;117;2106;x
2107;15;97;125;2107;x
2108;2;157;131;2108;x
2109;92;117;53;2109;x
2110;249;89;92;2110;x
2111;32;154;201;2111;x
2112;75;174;253;2112;x
2113;128;253;86;2113;x
2114;25;16;29;2114;x
2115;196;81;102;2115;x
2116;34;220;171;2116;x
2117;167;95;149;2117;x
2118;193;47;198;2118;x
2119;74;142;192;2119;x
2120;141;82;209;2120;x
2121;147;5;107;2121;x
2122;88;63;151;2122;x
2123;24;128;100;2123;x
2124;54;120;120;2124;x
2125;198;215;16;2125;x
2126;180;240;219;2126;x
2127;141;152;189;2127;x
2128;156;150;70;2128;x
2129;107;43;166;2129;x
2130;90;165;42;2130;x
2131;149;38;157;2131;x
2132;73;126;28;2132;x
2133;206;57;118;2133;x
2134;129;105;255;2134;x
2135;123;193;138;2135;x
2136;139;185;115;2136;x
2137;60;99;247;2137;x
2138;84;129;216;2138;x
2139;12;74;234;2139;x
2140;38;174;113;2140;x
2141;102;200;176;2141;x
2142;178;44;37;2142;x
2143;189;245;49;2143;x
2144;200;55;184;2144;x
2145;118;162;49;2145;x
2146;127;39;177;2146;x
2147;21;56;93;2147;x
2148;19;202;32;2148;x
2149;144;70;253;2149;x
2150;247;31;183;2150;x
2151;247;146;199;2151;x
2152;187;226;75;2152;x
2153;32;31;72;2153;x
2154;83;147;151;2154;x
2155;179;54;12;2155;x
2156;18;66;48;2156;x
2157;34;36;7;2157;x
2158;19;204;219;2158;x
2159;34;101;203;2159;x
2160;85;116;19;2160;x
2161;105;21;32;2161;x
2162;147;193;25;2162;x
2163;21;1;132;2163;x
2164;66;169;221;2164;x
2165;39;66;224;2165;x
2166;36;188;150;2166;x
2167;186;109;32;2167;x
2168;133;163;152;2168;x
2169;81;13;16;2169;x
2170;186;131;232;2170;x
2171;87;1;51;2171;x
2172;198;103;126;2172;x
2173;169;202;18;2173;x
2174;78;187;14;2174;x
2175;83;53;221;2175;x
2176;112;117;126;2176;x
2177;40;147;86;2177;x
2178;239;38;110;2178;x
2179;42;128;234;2179;x
2180;141;191;249;2180;x
2181;174;123;47;2181;x
2182;24;200;11;2182;x
2183;171;241;216;2183;x
2184;160;244;18;2184;x
2185;64;86;12;2185;x
2186;95;176;5;2186;x
2187;189;99;13;2187;x
2188;201;36;227;2188;x
2189;218;160;233;2189;x
2190;161;188;230;2190;x
2191;114;220;170;2191;x
2192;174;37;154;2192;x
2193;165;114;243;2193;x
2194;8;153;9;2194;x
2195;95;198;213;2195;x
2196;215;110;100;2196;x
2197;69;249;44;2197;x
2198;118;94;175;2198;x
2199;245;30;55;2199;x
2200;147;228;102;2200;x
2201;96;191;53;2201;x
2202;91;110;173;2202;x
2203;183;73;165;2203;x
2204;85;83;107;2204;x
2205;222;44;140;2205;x
2206;126;104;226;2206;x
2207;100;206;96;2207;x
2208;224;61;184;2208;x
2209;173;208;194;2209;x
2210;129;118;99;2210;x
2211;151;161;244;2211;x
2212;209;225;82;2212;x
2213;195;119;209;2213;x
2214;17;31;69;2214;x
2215;220;182;134;2215;x
2216;250;240;95;2216;x
2217;36;111;181;2217;x
2218;148;116;123;2218;x
2219;211;154;178;2219;x
2220;85;121;118;2220;x
2221;4;233;46;Last Kahkan;x
2222;203;24;61;Kanesh;x
2223;239;29;158;Lumut;x
2224;13;112;254;2224;x
2225;25;32;241;2225;x
2226;213;108;75;LAST YOKUDA;x
2227;100;251;97;First Mihuang;x
2228;39;125;131;2228;x
2229;137;142;46;2229;x
2230;193;205;179;2230;x
2231;45;1;245;2231;x
2232;141;123;248;2232;x
2233;1;27;84;2233;x
2234;43;42;28;2234;x
2235;39;153;60;2235;x
2236;103;128;36;2236;x
2237;41;16;31;2237;x
2238;181;58;185;2238;x
2239;208;120;144;2239;x
2240;26;136;98;2240;x
2241;44;135;246;2241;x
2242;158;226;42;2242;x
2243;104;188;42;2243;x
2244;159;185;105;2244;x
2245;254;247;34;2245;x
2246;191;128;203;2246;x
2247;119;42;217;2247;x
2248;233;163;168;2248;x
2249;2;55;137;2249;x
2250;174;183;187;2250;x
2251;101;0;145;2251;x
2252;247;237;63;2252;x
2253;58;128;246;2253;x
2254;141;255;114;2254;x
2255;187;61;233;2255;x
2256;216;47;218;2256;x
2257;142;88;44;2257;x
2258;175;8;239;2258;x
2259;110;171;116;2259;x
2260;135;8;18;2260;x
2261;178;94;223;2261;x
2262;211;38;8;2262;x
2263;179;103;168;2263;x
2264;57;91;153;2264;x
2265;209;80;89;2265;x
2266;96;121;143;2266;x
2267;5;56;182;2267;x
2268;137;99;97;2268;x
2269;19;247;61;2269;x
2270;108;177;66;2270;x
2271;70;28;34;2271;x
2272;56;214;135;2272;x
2273;211;223;40;2273;x
2274;25;181;12;2274;x
2275;51;37;67;2275;x
2276;161;180;162;2276;x
2277;1;239;123;2277;x
2278;200;228;145;2278;x
2279;120;23;175;2279;x
2280;78;53;76;2280;x
2281;230;57;243;2281;x
2282;28;80;167;2282;x
2283;61;133;217;2283;x
2284;211;76;246;2284;x
2285;110;58;87;2285;x
2286;54;143;50;2286;x
2287;18;224;164;2287;x
2288;203;219;14;2288;x
2289;28;48;217;2289;x
2290;44;10;102;2290;x
2291;181;126;175;2291;x
2292;46;74;12;2292;x
2293;255;12;233;2293;x
2294;73;195;53;2294;x
2295;205;198;61;2295;x
2296;54;60;108;2296;x
2297;71;177;69;2297;x
2298;177;205;145;2298;x
2299;101;136;42;2299;x
2300;27;230;77;2300;x
2301;190;74;213;2301;x
2302;193;164;126;2302;x
2303;244;213;116;2303;x
2304;210;83;185;2304;x
2305;8;2;124;2305;x
2306;137;251;57;2306;x
2307;170;135;178;2307;x
2308;78;209;65;2308;x
2309;176;176;146;2309;x
2310;42;124;31;2310;x
2311;209;48;177;2311;x
2312;15;30;197;2312;x
2313;140;132;157;2313;x
2314;30;61;126;2314;x
2315;128;128;48;2315;x
2316;52;6;28;2316;x
2317;161;114;158;2317;x
2318;25;102;156;2318;x
2319;156;17;243;2319;x
2320;140;61;112;2320;x
2321;62;3;57;Last Mihuang;x
2322;99;46;46;First Astrallah;x
2323;212;62;88;2323;x
2324;213;216;27;2324;x
2325;253;240;26;2325;x
2326;71;135;135;2326;x
2327;218;67;105;2327;x
2328;112;36;12;2328;x
2329;179;182;241;2329;x
2330;253;254;157;2330;x
2331;90;223;216;2331;x
2332;49;196;154;2332;x
2333;127;88;151;2333;x
2334;215;66;77;2334;x
2335;35;159;152;2335;x
2336;26;73;240;2336;x
2337;13;241;176;2337;x
2338;182;103;50;2338;x
2339;157;187;183;2339;x
2340;79;118;42;2340;x
2341;126;226;237;2341;x
2342;246;191;216;2342;x
2343;14;83;41;2343;x
2344;114;255;14;2344;x
2345;105;203;19;2345;x
2346;123;228;185;2346;x
2347;237;74;171;2347;x
2348;246;107;222;2348;x
2349;19;92;93;2349;x
2350;235;202;244;2350;x
2351;65;52;249;2351;x
2352;51;65;44;2352;x
2353;195;81;69;2353;x
2354;235;234;116;2354;x
2355;210;128;5;2355;x
2356;11;16;108;2356;x
2357;8;162;11;2357;x
2358;9;224;203;2358;x
2359;81;255;117;2359;x
2360;194;180;40;2360;x
2361;51;170;138;2361;x
2362;102;176;208;2362;x
2363;34;41;56;2363;x
2364;99;32;149;2364;x
2365;138;205;72;2365;x
2366;187;196;129;2366;x
2367;74;140;16;2367;x
2368;220;1;8;2368;x
2369;211;202;226;2369;x
2370;90;170;242;2370;x
2371;140;71;200;2371;x
2372;62;45;200;2372;x
2373;234;165;152;2373;x
2374;64;221;97;2374;x
2375;8;202;179;2375;x
2376;53;177;120;2376;x
2377;194;81;228;2377;x
2378;214;102;148;2378;x
2379;102;36;123;2379;x
2380;207;19;14;2380;x
2381;187;30;133;2381;x
2382;212;67;10;2382;x
2383;152;121;240;2383;x
2384;170;97;194;2384;x
2385;28;95;233;2385;x
2386;219;219;215;2386;x
2387;234;180;67;2387;x
2388;238;235;145;2388;x
2389;253;230;158;2389;x
2390;208;58;67;2390;x
2391;54;188;23;2391;x
2392;100;210;19;2392;x
2393;236;213;238;2393;x
2394;248;171;146;2394;x
2395;29;200;249;2395;x
2396;161;65;39;2396;x
2397;96;217;51;2397;x
2398;233;179;216;2398;x
2399;37;63;202;2399;x
2400;235;140;201;2400;x
2401;172;105;196;2401;x
2402;75;93;85;2402;x
2403;223;7;69;2403;x
2404;248;215;243;2404;x
2405;48;216;243;2405;x
2406;35;200;128;2406;x
2407;144;73;45;2407;x
2408;172;186;123;2408;x
2409;22;73;67;2409;x
2410;26;86;58;2410;x
2411;95;1;235;2411;x
2412;101;74;1;2412;x
2413;235;208;120;2413;x
2414;5;11;41;2414;x
2415;58;247;27;2415;x
2416;175;187;137;2416;x
2417;32;178;183;2417;x
2418;59;175;83;2418;x
2419;237;176;234;2419;x
2420;214;107;137;2420;x
2421;1;24;35;2421;x
2422;183;255;107;2422;x
2423;59;117;33;2423;x
2424;47;177;226;2424;x
2425;100;195;134;2425;x
2426;150;142;57;2426;x
2427;48;48;48;Wasteland 2427;x
2428;10;18;188;2428;x
2429;96;210;36;2429;x
2430;199;69;56;2430;x
2431;75;115;217;2431;x
2432;120;97;17;2432;x
2433;139;114;21;2433;x
2434;81;247;154;2434;x
2435;90;221;24;2435;x
2436;242;116;247;2436;x
2437;199;145;27;2437;x
2438;184;132;173;2438;x
2439;211;51;148;2439;x
2440;77;75;174;2440;x
2441;53;36;17;2441;x
2442;175;94;123;2442;x
2443;2;97;245;2443;x
2444;232;62;128;2444;x
2445;9;209;85;2445;x
2446;252;97;45;2446;x
2447;216;93;79;2447;x
2448;128;223;52;2448;x
2449;50;246;95;2449;x
2450;156;246;112;2450;x
2451;10;36;235;2451;x
2452;250;186;222;2452;x
2453;27;170;182;2453;x
2454;90;213;212;2454;x
2455;190;56;34;2455;x
2456;21;141;143;2456;x
2457;213;15;156;2457;x
2458;62;149;137;2458;x
2459;161;127;132;2459;x
2460;96;108;30;2460;x
2461;76;175;177;2461;x
2462;149;146;27;2462;x
2463;5;91;70;2463;x
2464;121;218;162;2464;x
2465;168;17;225;2465;x
2466;214;209;35;2466;x
2467;188;94;95;2467;x
2468;169;242;50;2468;x
2469;21;131;127;2469;x
2470;149;67;177;2470;x
2471;244;36;86;2471;x
2472;254;1;113;2472;x
2473;33;197;70;2473;x
2474;219;142;189;2474;x
2475;92;2;94;2475;x
2476;91;132;197;2476;x
2477;105;155;210;2477;x
2478;39;171;192;2478;x
2479;44;22;36;2479;x
2480;71;240;48;2480;x
2481;178;137;157;2481;x
2482;167;140;109;2482;x
2483;104;110;255;2483;x
2484;147;224;87;2484;x
2485;11;117;82;2485;x
2486;9;112;106;2486;x
2487;226;66;197;2487;x
2488;233;46;149;2488;x
2489;203;164;194;2489;x
2490;192;92;12;2490;x
2491;241;198;116;2491;x
2492;238;79;239;2492;x
2493;83;198;193;2493;x
2494;61;68;176;2494;x
2495;220;198;153;2495;x
2496;88;238;198;2496;x
2497;213;233;169;2497;x
2498;3;251;125;2498;x
2499;162;66;111;2499;x
2500;34;147;242;2500;x
2501;253;116;193;2501;x
2502;6;29;235;2502;x
2503;253;181;147;2503;x
2504;60;0;61;2504;x
2505;185;149;6;2505;x
2506;115;2;127;2506;x
2507;22;80;102;2507;x
2508;1;191;116;2508;x
